course_id,component,instance_url_id,instance_id,instance_section_num,keyword,document_frequency
2, mod_longpage,29, 1, 0,Jörg M. Haake,3.0
2, mod_longpage,29, 1, 0,Testeite Rolf Klein,3.0
2, mod_longpage,29, 1, 0,Christian Icking,2.0
2, mod_longpage,29, 1, 0,Prozesse,1.0
2, mod_longpage,29, 1, 1,Schicht Betriebssystem,35.0
2, mod_longpage,29, 1, 1,Bereichen Betriebssysteme,26.0
2, mod_longpage,29, 1, 1,Betriebssystems kennen,26.0
2, mod_longpage,29, 1, 1,Betriebssystem verwendet wiederum,25.0
2, mod_longpage,29, 1, 1,reales Betriebssystem,25.0
2, mod_longpage,29, 1, 1,konkreten Betriebssystems ersetzen5,24.0
2, mod_longpage,29, 1, 1,Betriebssystem trennt,23.0
2, mod_longpage,29, 1, 1,Betriebssystemen beginnen,23.0
2, mod_longpage,29, 1, 1,Betriebssystem,22.0
2, mod_longpage,29, 1, 1,Betriebssysteme,22.0
2, mod_longpage,29, 1, 1,Betriebssystemen,22.0
2, mod_longpage,29, 1, 1,Betriebssystems,22.0
2, mod_longpage,29, 1, 1,liegenden Schicht zugreifen,17.0
2, mod_longpage,29, 1, 1,liegenden Schicht,16.0
2, mod_longpage,29, 1, 1,Schicht bietet,15.0
2, mod_longpage,29, 1, 1,benachbarten Schichten,14.0
2, mod_longpage,29, 1, 1,mehreren Schichten,14.0
2, mod_longpage,29, 1, 1,oberste Schicht,14.0
2, mod_longpage,29, 1, 1,unterste Schicht,14.0
2, mod_longpage,29, 1, 1,Schicht,13.0
2, mod_longpage,29, 1, 1,Schichten,13.0
2, mod_longpage,29, 1, 1,normalen Benutzer gestartet,12.0
2, mod_longpage,29, 1, 1,Computern ausgeführt,11.0
2, mod_longpage,29, 1, 1,Hardware bietet,11.0
2, mod_longpage,29, 1, 1,Hardware bildete,11.0
2, mod_longpage,29, 1, 1,Informatik beschäftigt,11.0
2, mod_longpage,29, 1, 1,Technischen Informatik,11.0
2, mod_longpage,29, 1, 1,modernen Computer übernimmt,11.0
2, mod_longpage,29, 1, 1,Computern liegt,10.0
2, mod_longpage,29, 1, 1,beteiligten Computer,10.0
2, mod_longpage,29, 1, 1,private Benutzer,10.0
2, mod_longpage,29, 1, 1,Benutzer sieht,9.0
2, mod_longpage,29, 1, 1,Computer,9.0
2, mod_longpage,29, 1, 1,Hardware,9.0
2, mod_longpage,29, 1, 1,Informatik Gegenstand,9.0
2, mod_longpage,29, 1, 1,Informatik studiert,9.0
2, mod_longpage,29, 1, 1,reiner Benutzer,9.0
2, mod_longpage,29, 1, 1,Benutzer,8.0
2, mod_longpage,29, 1, 1,Benutzern,8.0
2, mod_longpage,29, 1, 1,Informatik,8.0
2, mod_longpage,29, 1, 1,technischen Zusammenhänge kennen,8.0
2, mod_longpage,29, 1, 1,Menge,7.0
2, mod_longpage,29, 1, 1,besonderen Programmen,7.0
2, mod_longpage,29, 1, 1,realen Problems gewonnen,7.0
2, mod_longpage,29, 1, 1,1.1 dargestellt,6.0
2, mod_longpage,29, 1, 1,1.1 jeweils,6.0
2, mod_longpage,29, 1, 1,= schwierig,6.0
2, mod_longpage,29, 1, 1,Entwicklung kostengünstiger Anwendungsprogramme,6.0
2, mod_longpage,29, 1, 1,Programm,6.0
2, mod_longpage,29, 1, 1,Programme,6.0
2, mod_longpage,29, 1, 1,Programmen,6.0
2, mod_longpage,29, 1, 1,Rechnernetze vonnöten,6.0
2, mod_longpage,29, 1, 1,größeres Netzwerk einrichtet,6.0
2, mod_longpage,29, 1, 1,nebenstehendem Zeichen gekennzeichnet,6.0
2, mod_longpage,29, 1, 1,sogenannte Schnittstelle dargestellt,6.0
2, mod_longpage,29, 1, 1,verschiedene Faktoren ermöglicht,6.0
2, mod_longpage,29, 1, 1,vorhandenes Netzwerk anschließt,6.0
2, mod_longpage,29, 1, 1,Bereiche Datenbanken,5.0
2, mod_longpage,29, 1, 1,Bereichen Bildung,5.0
2, mod_longpage,29, 1, 1,Computersystem besteht,5.0
2, mod_longpage,29, 1, 1,Kräften Englisch lernen.6,5.0
2, mod_longpage,29, 1, 1,Netzwerken zusammenschalten,5.0
2, mod_longpage,29, 1, 1,Netzwerks festgelegt,5.0
2, mod_longpage,29, 1, 1,Problems entwickelt,5.0
2, mod_longpage,29, 1, 1,Rechnernetze,5.0
2, mod_longpage,29, 1, 1,Rechnernetzen,5.0
2, mod_longpage,29, 1, 1,Service besteht,5.0
2, mod_longpage,29, 1, 1,Software entwickelt,5.0
2, mod_longpage,29, 1, 1,allgemeiner Form beschreiben,5.0
2, mod_longpage,29, 1, 1,arbeitet gelegentlich,5.0
2, mod_longpage,29, 1, 1,direkt sichtbar,5.0
2, mod_longpage,29, 1, 1,drahtloser Kommunikation,5.0
2, mod_longpage,29, 1, 1,komplexen technischen Details,5.0
2, mod_longpage,29, 1, 1,nächsten Kapiteln finden,5.0
2, mod_longpage,29, 1, 1,verschiedenen Stellen Links,5.0
2, mod_longpage,29, 1, 1,ähnliche Entwicklung vollzogen,5.0
2, mod_longpage,29, 1, 1,1.1,4.0
2, mod_longpage,29, 1, 1,Algorithmus entsteht,4.0
2, mod_longpage,29, 1, 1,Aufgaben vorstellen,4.0
2, mod_longpage,29, 1, 1,Benutzerschnittstelle gesteuert,4.0
2, mod_longpage,29, 1, 1,Bereichen,4.0
2, mod_longpage,29, 1, 1,Ein-/Ausgabegeräten besteht,4.0
2, mod_longpage,29, 1, 1,Englisch verfügbar,4.0
2, mod_longpage,29, 1, 1,Kapiteln finden,4.0
2, mod_longpage,29, 1, 1,Kommunikation,4.0
2, mod_longpage,29, 1, 1,Lösung,4.0
2, mod_longpage,29, 1, 1,Lösungen,4.0
2, mod_longpage,29, 1, 1,Menschen lesbaren Programmtext,4.0
2, mod_longpage,29, 1, 1,Objektorientierte Programmierung vermittelt,4.0
2, mod_longpage,29, 1, 1,Platz steht,4.0
2, mod_longpage,29, 1, 1,Schnittstelle definiert,4.0
2, mod_longpage,29, 1, 1,Schnittstelle erhalten,4.0
2, mod_longpage,29, 1, 1,Schwierigkeitsgrad angibt,4.0
2, mod_longpage,29, 1, 1,Software Engineering,4.0
2, mod_longpage,29, 1, 1,algorithmische Techniken entstanden,4.0
2, mod_longpage,29, 1, 1,behandelten Stoff,4.0
2, mod_longpage,29, 1, 1,detaillierte Kenntnisse,4.0
2, mod_longpage,29, 1, 1,direkt,4.0
2, mod_longpage,29, 1, 1,imperative Programmierung gelehrt,4.0
2, mod_longpage,29, 1, 1,kennen,4.0
2, mod_longpage,29, 1, 1,realen Welt,4.0
2, mod_longpage,29, 1, 1,schwierige Prozess,4.0
2, mod_longpage,29, 1, 1,solide Kenntnisse,4.0
2, mod_longpage,29, 1, 1,späteren Studium vertiefen,4.0
2, mod_longpage,29, 1, 1,wesentliche Prinzipien,4.0
2, mod_longpage,29, 1, 1,=,3.0
2, mod_longpage,29, 1, 1,Anwendungsprogramm nutzen,3.0
2, mod_longpage,29, 1, 1,Anwendungsprogrammierer fest,3.0
2, mod_longpage,29, 1, 1,Aufgabe,3.0
2, mod_longpage,29, 1, 1,Einfaches Schichtenmodell,3.0
2, mod_longpage,29, 1, 1,Einzelnen zugänglichen Informationsraum,3.0
2, mod_longpage,29, 1, 1,Englisch,3.0
2, mod_longpage,29, 1, 1,Entwicklung,3.0
2, mod_longpage,29, 1, 1,Freizeit Einzug gehalten,3.0
2, mod_longpage,29, 1, 1,Gemischanreicherung sorgfältig einstellen,3.0
2, mod_longpage,29, 1, 1,Hilfsmittel benutzen,3.0
2, mod_longpage,29, 1, 1,Installationshinweise stehen,3.0
2, mod_longpage,29, 1, 1,Instruction set architecture,3.0
2, mod_longpage,29, 1, 1,Kenntnisse,3.0
2, mod_longpage,29, 1, 1,Linux entschieden,3.0
2, mod_longpage,29, 1, 1,Möglichkeiten eröffnen,3.0
2, mod_longpage,29, 1, 1,PC arbeitet,3.0
2, mod_longpage,29, 1, 1,Pflichtenheft aufbauen,3.0
2, mod_longpage,29, 1, 1,Problem,3.0
2, mod_longpage,29, 1, 1,Programmierschnittstelle,3.0
2, mod_longpage,29, 1, 1,Rahmen umfassend behandelt,3.0
2, mod_longpage,29, 1, 1,Rechner nachvollziehbar,3.0
2, mod_longpage,29, 1, 1,Software,3.0
2, mod_longpage,29, 1, 1,Spielprogramm benutzen,3.0
2, mod_longpage,29, 1, 1,Stoff,3.0
2, mod_longpage,29, 1, 1,Stoffs,3.0
2, mod_longpage,29, 1, 1,Text-Editor verwendet,3.0
2, mod_longpage,29, 1, 1,Weise erweitert,3.0
2, mod_longpage,29, 1, 1,World Wide Web,3.0
2, mod_longpage,29, 1, 1,allgemeinem Interesse,3.0
2, mod_longpage,29, 1, 1,anderer Systemsoftware4 mitarbeitet,3.0
2, mod_longpage,29, 1, 1,beschäftigen,3.0
2, mod_longpage,29, 1, 1,deutschen Begriffen aufgeführt,3.0
2, mod_longpage,29, 1, 1,einfachen PCs,3.0
2, mod_longpage,29, 1, 1,elektronischen Motormanagementsystemen abgenommen,3.0
2, mod_longpage,29, 1, 1,ermöglicht,3.0
2, mod_longpage,29, 1, 1,formale Problemspezifikation vorliegt,3.0
2, mod_longpage,29, 1, 1,geben,3.0
2, mod_longpage,29, 1, 1,gelegentlich,3.0
2, mod_longpage,29, 1, 1,gemeinsame Datenbestände erlauben,3.0
2, mod_longpage,29, 1, 1,grundlegende Hardwarekenntnisse erforderlich,3.0
2, mod_longpage,29, 1, 1,interne Struktur,3.0
2, mod_longpage,29, 1, 1,internen Abläufe,3.0
2, mod_longpage,29, 1, 1,kontrollierter Weise,3.0
2, mod_longpage,29, 1, 1,nachdrücklich ermutigt,3.0
2, mod_longpage,29, 1, 1,netzbasierten Anwendungen,3.0
2, mod_longpage,29, 1, 1,neues Verzeichnis anzulegen,3.0
2, mod_longpage,29, 1, 1,privat intensiv,3.0
2, mod_longpage,29, 1, 1,relevante Stellen,3.0
2, mod_longpage,29, 1, 1,scharf gegeneinander abgrenzen,3.0
2, mod_longpage,29, 1, 1,schwierig,3.0
2, mod_longpage,29, 1, 1,starten,3.0
2, mod_longpage,29, 1, 1,vereinfachtes Schichtenmodell,3.0
2, mod_longpage,29, 1, 1,wesentliche Voraussetzung,3.0
2, mod_longpage,29, 1, 1,1980er,2.0
2, mod_longpage,29, 1, 1,Algorithmus,2.0
2, mod_longpage,29, 1, 1,Anwendungen,2.0
2, mod_longpage,29, 1, 1,Anwendungsprogrammen,2.0
2, mod_longpage,29, 1, 1,Anwendungsprogrammierer,2.0
2, mod_longpage,29, 1, 1,Beispiele,2.0
2, mod_longpage,29, 1, 1,Beispielsweise legt,2.0
2, mod_longpage,29, 1, 1,Benutzerschnittstelle,2.0
2, mod_longpage,29, 1, 1,Berufsgruppen ausmachen,2.0
2, mod_longpage,29, 1, 1,Computersystems,2.0
2, mod_longpage,29, 1, 1,Dienste,2.0
2, mod_longpage,29, 1, 1,Diensten,2.0
2, mod_longpage,29, 1, 1,Effizienz geprüft,2.0
2, mod_longpage,29, 1, 1,Form,2.0
2, mod_longpage,29, 1, 1,Grund,2.0
2, mod_longpage,29, 1, 1,Grundtatsachen nahezubringen,2.0
2, mod_longpage,29, 1, 1,ISA,2.0
2, mod_longpage,29, 1, 1,Inhalt,2.0
2, mod_longpage,29, 1, 1,Instruktionen,2.0
2, mod_longpage,29, 1, 1,Internet hingewiesen,2.0
2, mod_longpage,29, 1, 1,Interoperabilität erschließen,2.0
2, mod_longpage,29, 1, 1,Künstliche Intelligenz,2.0
2, mod_longpage,29, 1, 1,Linux,2.0
2, mod_longpage,29, 1, 1,Möglichkeit,2.0
2, mod_longpage,29, 1, 1,Operationen,2.0
2, mod_longpage,29, 1, 1,Performanzprobleme beheben,2.0
2, mod_longpage,29, 1, 1,Platz,2.0
2, mod_longpage,29, 1, 1,Prinzipien,2.0
2, mod_longpage,29, 1, 1,Programmtexten,2.0
2, mod_longpage,29, 1, 1,Prozessor,2.0
2, mod_longpage,29, 1, 1,Prozessoren,2.0
2, mod_longpage,29, 1, 1,Rechnerhardware,2.0
2, mod_longpage,29, 1, 1,Rechnerhardware besitzen,2.0
2, mod_longpage,29, 1, 1,Rechners,2.0
2, mod_longpage,29, 1, 1,Schließlich,2.0
2, mod_longpage,29, 1, 1,Service,2.0
2, mod_longpage,29, 1, 1,Speicher,2.0
2, mod_longpage,29, 1, 1,Speichern,2.0
2, mod_longpage,29, 1, 1,Stark vereinfacht,2.0
2, mod_longpage,29, 1, 1,Studiengang belegen,2.0
2, mod_longpage,29, 1, 1,Verfügung gestellt,2.0
2, mod_longpage,29, 1, 1,Verteilte Systeme,2.0
2, mod_longpage,29, 1, 1,Wissenschaft angesiedelt,2.0
2, mod_longpage,29, 1, 1,aufgebaut,2.0
2, mod_longpage,29, 1, 1,auftreten,2.0
2, mod_longpage,29, 1, 1,ausgeführt,2.0
2, mod_longpage,29, 1, 1,bildet,2.0
2, mod_longpage,29, 1, 1,ca. 2000,2.0
2, mod_longpage,29, 1, 1,einfacher,2.0
2, mod_longpage,29, 1, 1,einschlägige Fachvokabeln,2.0
2, mod_longpage,29, 1, 1,entsprechenden Anzahl,2.0
2, mod_longpage,29, 1, 1,gleicher Gesamtleistung,2.0
2, mod_longpage,29, 1, 1,jeweils,2.0
2, mod_longpage,29, 1, 1,kombinatorische Algorithmen,2.0
2, mod_longpage,29, 1, 1,lassen,2.0
2, mod_longpage,29, 1, 1,mathematisches Rüstzeug,2.0
2, mod_longpage,29, 1, 1,mobilen Geräte,2.0
2, mod_longpage,29, 1, 1,nachdrücklich,2.0
2, mod_longpage,29, 1, 1,paar Vorbemerkungen,2.0
2, mod_longpage,29, 1, 1,rasante Verbreitung,2.0
2, mod_longpage,29, 1, 1,schließlich,2.0
2, mod_longpage,29, 1, 1,spezielle Kommandos,2.0
2, mod_longpage,29, 1, 1,steuern,2.0
2, mod_longpage,29, 1, 1,unscharfe Beschreibung,2.0
2, mod_longpage,29, 1, 1,vertiefen,2.0
2, mod_longpage,29, 1, 1,wichtige Problembereiche,2.0
2, mod_longpage,29, 1, 1,1][2][3][4][5][6,1.0
2, mod_longpage,29, 1, 1,Abstraktion,1.0
2, mod_longpage,29, 1, 1,Abteilung,1.0
2, mod_longpage,29, 1, 1,Abteilungsrechner,1.0
2, mod_longpage,29, 1, 1,Administrator,1.0
2, mod_longpage,29, 1, 1,Anfang,1.0
2, mod_longpage,29, 1, 1,Anschließend,1.0
2, mod_longpage,29, 1, 1,Anwender,1.0
2, mod_longpage,29, 1, 1,Anwendungsprogrammen2,1.0
2, mod_longpage,29, 1, 1,Anwendungssoftware,1.0
2, mod_longpage,29, 1, 1,Ausführung,1.0
2, mod_longpage,29, 1, 1,Benutzerschnittstell,1.0
2, mod_longpage,29, 1, 1,Benutzerschnittstelle3,1.0
2, mod_longpage,29, 1, 1,Benötigt,1.0
2, mod_longpage,29, 1, 1,Berufswelt,1.0
2, mod_longpage,29, 1, 1,Berührung,1.0
2, mod_longpage,29, 1, 1,Betriebe,1.0
2, mod_longpage,29, 1, 1,Bevor,1.0
2, mod_longpage,29, 1, 1,CPU,1.0
2, mod_longpage,29, 1, 1,Client-Server-Betrieb,1.0
2, mod_longpage,29, 1, 1,Compiler,1.0
2, mod_longpage,29, 1, 1,Computergraphik,1.0
2, mod_longpage,29, 1, 1,Computerlösung,1.0
2, mod_longpage,29, 1, 1,D.h,1.0
2, mod_longpage,29, 1, 1,Datei,1.0
2, mod_longpage,29, 1, 1,Dialog,1.0
2, mod_longpage,29, 1, 1,Dokumentation,1.0
2, mod_longpage,29, 1, 1,E-Mail-Programme,1.0
2, mod_longpage,29, 1, 1,Editieren,1.0
2, mod_longpage,29, 1, 1,Editor,1.0
2, mod_longpage,29, 1, 1,Ein-/Ausgabegeräte,1.0
2, mod_longpage,29, 1, 1,Einübung,1.0
2, mod_longpage,29, 1, 1,Entstehung,1.0
2, mod_longpage,29, 1, 1,Ergänzung,1.0
2, mod_longpage,29, 1, 1,Fachsprache,1.0
2, mod_longpage,29, 1, 1,Fahrer,1.0
2, mod_longpage,29, 1, 1,Felder,1.0
2, mod_longpage,29, 1, 1,Festspeicher,1.0
2, mod_longpage,29, 1, 1,Flexibilität,1.0
2, mod_longpage,29, 1, 1,Funktion,1.0
2, mod_longpage,29, 1, 1,Gesamtkontext,1.0
2, mod_longpage,29, 1, 1,Gruppen,1.0
2, mod_longpage,29, 1, 1,Handbücher,1.0
2, mod_longpage,29, 1, 1,Hardware-Plattform,1.0
2, mod_longpage,29, 1, 1,Hauptspeicherbausteine,1.0
2, mod_longpage,29, 1, 1,Hause,1.0
2, mod_longpage,29, 1, 1,Hilfetexte,1.0
2, mod_longpage,29, 1, 1,Hinweise,1.0
2, mod_longpage,29, 1, 1,Informationen,1.0
2, mod_longpage,29, 1, 1,Informationssysteme,1.0
2, mod_longpage,29, 1, 1,Java,1.0
2, mod_longpage,29, 1, 1,Kapitelende,1.0
2, mod_longpage,29, 1, 1,Klammern,1.0
2, mod_longpage,29, 1, 1,Kommunikationsnetze,1.0
2, mod_longpage,29, 1, 1,Konfiguration,1.0
2, mod_longpage,29, 1, 1,Konzept,1.0
2, mod_longpage,29, 1, 1,Korrektheit,1.0
2, mod_longpage,29, 1, 1,Kraftfahrzeugen,1.0
2, mod_longpage,29, 1, 1,Lage,1.0
2, mod_longpage,29, 1, 1,Laufe,1.0
2, mod_longpage,29, 1, 1,Lernerfolg,1.0
2, mod_longpage,29, 1, 1,Lesen,1.0
2, mod_longpage,29, 1, 1,Leser,1.0
2, mod_longpage,29, 1, 1,Letzt,1.0
2, mod_longpage,29, 1, 1,Maschine,1.0
2, mod_longpage,29, 1, 1,Maschinenbefehlen,1.0
2, mod_longpage,29, 1, 1,Maschinenprogramme,1.0
2, mod_longpage,29, 1, 1,Maschinensprache,1.0
2, mod_longpage,29, 1, 1,Maus,1.0
2, mod_longpage,29, 1, 1,Mitarbeitern,1.0
2, mod_longpage,29, 1, 1,Netz,1.0
2, mod_longpage,29, 1, 1,Oldtimer,1.0
2, mod_longpage,29, 1, 1,PC)1,1.0
2, mod_longpage,29, 1, 1,Pascal,1.0
2, mod_longpage,29, 1, 1,Person,1.0
2, mod_longpage,29, 1, 1,Personalcomputers,1.0
2, mod_longpage,29, 1, 1,Praxis,1.0
2, mod_longpage,29, 1, 1,Programmierer,1.0
2, mod_longpage,29, 1, 1,Programmierschnittstellen,1.0
2, mod_longpage,29, 1, 1,Protokolle,1.0
2, mod_longpage,29, 1, 1,QR-Codes,1.0
2, mod_longpage,29, 1, 1,Reihe,1.0
2, mod_longpage,29, 1, 1,Rollen,1.0
2, mod_longpage,29, 1, 1,Schnittstellen,1.0
2, mod_longpage,29, 1, 1,Selbstkontrolle,1.0
2, mod_longpage,29, 1, 1,Services,1.0
2, mod_longpage,29, 1, 1,Shell,1.0
2, mod_longpage,29, 1, 1,Sicherheit,1.0
2, mod_longpage,29, 1, 1,Super-User,1.0
2, mod_longpage,29, 1, 1,Systemadministrator,1.0
2, mod_longpage,29, 1, 1,Systemprogrammen,1.0
2, mod_longpage,29, 1, 1,Tastatur,1.0
2, mod_longpage,29, 1, 1,Terminals,1.0
2, mod_longpage,29, 1, 1,Textverarbeitungssystem,1.0
